"","location_key","life_expectancy","smoking_prevalence","diabetes_prevalence","infant_mortality_rate","adult_male_mortality_rate","adult_female_mortality_rate","pollution_mortality_rate","comorbidity_mortality_rate","hospital_beds_per_1000","nurses_per_1000","physicians_per_1000","health_expenditure_usd","out_of_pocket_health_expenditure_usd"
"255","KI",68.116,47,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,NA,171.41748,0.192364
"256","KM",64.118,14,12.3,51.3,245.527,194.435,172.4,22.9,NA,0.6285,0.2715,58.760929,43.863342
"257","KN",71.33659,NA,13.3,9.8,NA,NA,NA,NA,NA,4.2188,2.6758,902.658997,431.199463
"258","KP",72.095,NA,6.4,13.7,161.971,95.764,207.2,25.6,NA,4.4489,3.6834,NA,NA
"259","KR",82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453
"260","KW",75.398,22.5,12.2,6.7,69.179,41.12,103.8,17.4,NA,7.4145,2.6463,1529.077637,192.897873
"261","KY",82.19024,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","KZ",73.15,24,6.1,8.8,220.812,94.435,62.7,26.8,NA,7.2936,NA,279.645325,92.700966
"263","LA",67.61,28.9,6.4,37.6,205.59,156.747,188.5,27,NA,0.9522,0.3726,62.124634,28.691248
"264","LB",78.875,33.8,11.2,6.4,76.205,53.338,51.4,17.9,NA,1.6735,2.1038,719.443481,238.990112
"265","LC",76.057,NA,11.6,14.9,174.722,97.187,30,18.8,NA,3.1547,0.6409,460.068817,205.89505
"266","LI",83.1,NA,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","LK",76.812,13,10.7,6.4,151.16,56.065,79.8,17.4,NA,2.1803,1.0041,159.484741,79.356094
"268","LR",63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,NA,0.5321,0.0376,56.59903,25.756157
"269","LS",53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,NA,3.2567,NA,104.552795,17.400345
"270","LT",76,28.8,3.8,3.3,212.885,78.821,34,20.7,NA,9.8472,6.3528,1078.179199,347.969543
"271","LU",82.3,23.5,5,1.9,66.343,41.193,11.6,10,4.8,12.1744,3.009,5782.628418,618.136414
"272","LV",75.1,37,5,3.3,228.584,85.367,41.3,21.9,NA,4.7517,3.1905,930.352356,390.632446
"273","LY",72.724,NA,10.2,10.2,179.566,99.334,71.9,20.1,NA,6.5305,2.0905,NA,NA
"274","MA",76.453,23.4,7,19.2,72.327,62.159,49.1,12.4,NA,1.3887,0.7308,161.010864,86.843163
"275","MC",NA,NA,2.9,2.6,NA,NA,NA,NA,NA,NA,NA,2932.421875,201.980484
"276","MD",71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,NA,4.9235,3.2066,191.185776,83.424835
"277","ME",76.9,45.9,9,2.3,125.094,65.97,78.6,20.6,NA,5.2294,2.7557,NA,NA
"278","MG",66.681,NA,4.5,38.2,232.545,181.739,159.6,22.9,NA,0.146,NA,24.670837,6.090098
"279","MH",65.23902,NA,30.5,27.4,NA,NA,NA,NA,NA,3.339,NA,642.199158,79.719673
"280","MK",76.7,NA,9.3,8.7,119.81,63.418,82.2,20.3,NA,3.7917,2.8736,328.4198,104.784355
"281","ML",58.893,12.3,2.4,62,263.613,244.756,209.1,24.6,NA,0.3585,0.1286,31.378105,11.017797
"282","MM",66.867,20.3,3.9,36.8,247.696,149.971,156.4,24.2,NA,0.9993,0.677,58.043957,44.247471
"283","MN",69.689,25.6,4.7,14,288.357,123.173,155.9,30.2,NA,3.8938,2.8592,148.784454,47.837875
"284","MO",84.118,NA,4.3,NA,58.271,24.487,NA,NA,NA,NA,NA,NA,NA
"285","MR",64.704,NA,7.1,51.5,218.359,176.149,169.5,18.1,NA,0.9252,0.1865,48.817131,24.186684
"286","MT",82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,NA,9.4833,2.8598,2585.563965,898.581482
"287","MU",74.416341,21.6,22,13.6,188.405,93.506,38.3,22.6,NA,3.5152,2.5331,599.699768,293.04718
"288","MV",78.627,28.3,9.2,7.4,67.456,42.149,25.6,13.4,NA,6.4282,4.5627,1006.938782,207.902649
"289","MW",63.798,14.5,4.5,35.3,325.106,212.388,115,16.4,NA,0.4386,0.0358,32.259384,3.416394
"290","MX",74.992,14,13.5,11,184.379,95.815,36.7,15.7,1.5,2.3961,2.3827,494.677643,204.219147
"291","MY",75.997,21.5,16.7,6.7,160.383,84.296,47.4,17.2,1.9,3.4676,1.5358,384.066071,145.74231
"292","MY_12",76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","MZ",60.163,16.6,3.3,54,389.521,268.188,110,18.4,NA,0.6847,0.0838,21.071156,1.558282
"294",NA,63.373,21.4,4.5,29,349.317,248.938,145,21.3,NA,1.954,0.4182,447.28064,34.593563
"295","NC",77.14878,NA,21.8,NA,98.003,56.743,NA,NA,NA,NA,NA,NA,NA
"296","NE",62.024,7.7,2.4,48,251.729,222.743,251.8,20,0.3,0.2695,0.0433,29.26165,13.995413
"297","NG",54.332,5.8,3.1,75.7,364.321,324.961,307.4,22.5,NA,1.1792,0.3806,73.92498,57.088425
"298","NI",74.275,NA,11.4,15.7,200.678,102.575,55.7,14.2,NA,1.5334,0.9775,192.083389,62.617363
"299","NL",81.9,25.8,5.4,3.3,65.56,51.048,13.7,11.2,NA,11.1839,3.6054,4911.44043,544.528137
"300","NL_DR",81.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","NL_FL",81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","NL_FR",81.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","NL_GE",81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","NL_GR",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","NL_LI",81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","NL_NB",81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","NL_NH",82.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","NL_OV",81.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","NL_UT",82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","NL_ZE",82.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","NL_ZH",81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","NO",82.8,20.2,5.3,2.1,62.494,38.861,8.6,9.2,NA,18.2248,2.9164,7936.375,1125.162598
"313","NO_03",83.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","NO_11",82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","NO_34",81.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","NO_42",82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","NO_46",83.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","NO_50",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","NO_54",82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","NP",70.478,22.8,7.2,26.7,167.316,129.611,193.8,21.8,NA,3.1084,0.7486,47.915363,27.694386
"321","NR",NA,40,12,26.4,NA,NA,NA,NA,NA,7.6636,1.3462,1106.750977,10.232119
"322","NZ",81.858537,16,6.2,4.7,NA,NA,7.2,10.1,NA,12.4482,3.5898,3937.221924,534.55957
"323","OM",77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,NA,4.1965,2.0031,587.646301,39.328762
"324","PA",78.329,6.1,7.7,13.1,148.159,76.653,25.8,13,NA,3.0741,1.5687,1112.303223,370.064026
"325","PE",76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,NA,2.4398,1.3048,332.570923,93.745949
"326","PF",77.462,NA,19.5,NA,112.857,66.154,NA,NA,NA,NA,NA,NA,NA
"327","PG",64.263,36.3,17.9,38,251.144,187.7,152,30,NA,0.4548,0.0699,61.45784,5.530311
"328","PH",71.095,24.3,7.1,22.5,235.071,130.91,185.2,26.8,NA,4.9351,0.6004,132.900986,70.49836
"329","PK",67.114,20.1,19.9,57.2,172.896,137.509,173.6,24.7,NA,0.6683,0.9801,44.592964,26.861408
"330","PL",77.7,28,6.1,3.8,160.653,61.842,37.9,18.7,NA,6.8926,2.3788,906.820129,209.020157
"331","PL_02",77.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","PL_04",77.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","PL_06",77.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","PL_08",76.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","PL_10",76.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","PL_12",79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","PL_16",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","PL_18",79.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","PL_20",78.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","PL_22",78.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","PL_24",77.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","PL_26",77.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","PL_28",76.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","PL_30",77.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","PL_32",77.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","PR",79.778195,NA,13.7,NA,146.208,63.033,NA,NA,NA,NA,NA,NA,NA
"347","PS",73.895,NA,9.5,17.3,126.513,92.308,NA,NA,NA,NA,NA,NA,NA
"348","PT",81.5,22.7,9.8,3.1,103.994,42.442,9.8,11.1,NA,6.9746,5.124,1908.033936,525.321472
"349","PT_11",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","PT_15",80.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","PT_16",81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","PT_17",81.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","PT_18",80.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","PT_20",78.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","PT_30",78.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","PW",69.12927,15.6,17.9,16.6,NA,NA,NA,NA,NA,7.2626,NA,1596.362915,246.750183
"357","PY",74.131,13.4,9.6,17.2,163.978,120.525,57.5,17.5,NA,1.6604,1.3544,381.113068,168.361481
"358","QA",80.1,20.6,15.6,5.8,41.498,31.873,47.4,15.3,NA,7.2628,2.4852,1649.186157,146.821411
"359","RO",75.3,29.7,6.9,6.1,171.82,73.319,59.3,21.4,NA,7.3891,2.9807,555.104736,113.73011
"360","RS",75.9,38.9,9,4.8,141.791,74.794,62.5,19.1,NA,6.0855,3.1131,528.545166,220.680069
"361","RU",72.657317,39.3,6.1,6.1,NA,NA,49.4,25.4,NA,8.5429,4.0139,585.87323,237.238129
"362","RW",68.7,12.3,5.1,27,216.342,161.59,121.4,18.2,NA,1.2044,0.134,49.204456,3.074294
"363","SA",74.998,15.6,15.8,6,91.872,76.148,83.7,16.4,NA,5.4763,2.6117,1093.405518,184.345856
"364","SB",72.835,NA,19,17.1,162.895,124.818,137,23.8,NA,2.1642,0.1937,101.239868,5.466105
"365","SC",72.841463,21.5,12.3,12.4,201.609,97.723,49.3,21.2,NA,8.0773,2.1212,791.656677,194.742996
"366","SD",65.095,NA,22.1,42.1,244.878,187.141,184.9,26,NA,0.6952,0.2618,193.793045,140.460556
"367","SE",82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,NA,11.8164,3.984,5904.583984,887.612732
"368","SE_110",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","SE_121",82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","SE_122",82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","SE_123",82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","SE_124",82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","SE_125",82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","SE_211",82.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","SE_212",82.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","SE_213",82.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","SE_214",82.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","SE_221",82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","SE_224",82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","SE_231",82.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","SE_232",82.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","SE_311",82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","SE_312",82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","SE_313",82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","SE_321",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","SE_331",81.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","SE_332",81.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","SG",83.146341,16.5,5.5,2.3,59.839,34.939,25.9,9.3,2.4,6.2432,2.2936,2618.712402,841.2677
"389","SI",81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,NA,9.9745,3.0861,1920.28186,236.735565
"390","SK",77.4,30.1,6.5,4.6,144.821,64.214,33.5,17.2,5.8,6.0671,3.4156,1186.136353,221.963882
"391","SL",54.309,24.8,2.4,78.5,392.263,353.346,324.1,30.5,NA,0.2239,NA,66.402184,33.475037
"392","SM",85.41707,NA,5.9,1.7,NA,NA,NA,NA,NA,NA,NA,3361.644775,582.70752
"393","SN",67.665,8.2,2.4,31.8,216.045,144.704,160.7,18.1,NA,0.3127,0.0691,55.014038,28.827259
"394","SO",57.068,NA,5.1,76.6,324.793,269.466,212.8,21.8,NA,NA,NA,NA,NA
"395","SR",71.57,25,12.5,16.9,219.754,118.443,56.7,21.7,NA,2.7569,1.2101,339.327972,89.513321
"396","SS",57.604,NA,10.2,63.7,350.689,300.898,165.1,19.8,NA,NA,NA,22.888573,4.392962
"397","ST",70.17,NA,2.4,24.4,188.249,124.395,162.4,18.5,NA,1.9242,0.0531,119.695656,16.489943
"398","SV",73.096,9.9,8.8,11.8,268.447,103.299,41.9,14,NA,1.8344,1.5662,282.491028,82.477356
"399","SX",78.292683,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","SY",71.779,NA,13.5,14,237.292,73.258,75.2,21.8,NA,1.5406,1.2874,NA,NA
"401","SZ",59.401,9,4.5,43,479.936,309.883,137,26.7,NA,4.1415,0.3285,224.736771,23.59005
"402","TD",53.977,NA,6,71.4,377.607,335.378,280.1,23.9,NA,0.2322,0.0434,29.730864,17.250788
"403","TG",60.76,7.4,2.4,47.4,277.736,244.396,249.6,23.6,NA,0.4102,0.0774,38.048714,22.228106
"404","TH",76.931,19.9,7,7.8,186.853,77.992,61.5,14.5,NA,2.7593,0.805,247.03511,27.535921
"405","TJ",70.879,NA,6.1,30.4,164.528,96.277,129.3,25.3,NA,NA,NA,57.899853,36.565151
"406","TL",69.26,42.6,6.7,39.3,168.862,117.478,139.8,19.9,NA,1.668,0.7224,83.197708,6.942779
"407","TM",68.073,NA,6.1,39.3,243.687,128.231,79.3,29.5,NA,NA,NA,456.482666,332.127777
"408","TN",76.505,32.7,8.5,14.6,106.668,67.321,56.1,16.1,2.3,2.5136,1.3025,250.562225,98.020348
"409","TO",70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,NA,4.157,NA,222.015488,23.601473
"410","TR",78.9,27.2,11.1,9.1,119.237,62.33,46.6,16.1,NA,2.7107,1.8492,444.653687,77.299492
"411","TT",73.38,NA,11,16.4,186.336,108.616,38.6,21.3,NA,4.0934,4.1675,1124.091675,447.134827
"412","TV",NA,NA,22.1,20.6,NA,NA,NA,NA,NA,4.2609,NA,622.176697,3.248882
"413","TZ",65.015,14.8,5.7,37.6,249.798,193.172,139,17.9,NA,0.5843,0.014,33.916576,8.172585
"414","UA",71.582683,28.9,6.1,7.5,NA,NA,70.7,24.7,NA,NA,NA,177.40889,92.814873
"415","UG",62.973,10,2.5,33.8,302.371,233.267,155.7,21.9,NA,1.2382,0.168,38.426441,15.013752
"416","US",78.539024,21.8,10.8,5.6,139.141,81.935,13.3,14.6,NA,14.548,2.612,10246.138672,1126.349976
"417","US_AK",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","US_AK_02013",86.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","US_AK_02016",77.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","US_AK_02020",78.034694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","US_AK_02050",78.733333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","US_AK_02060",79.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","US_AK_02070",83.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","US_AK_02090",78.10625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","US_AK_02100",82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","US_AK_02105",79.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","US_AK_02110",81.166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","US_AK_02122",80.166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","US_AK_02130",79.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","US_AK_02150",80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","US_AK_02164",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","US_AK_02170",78.986957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","US_AK_02180",82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","US_AK_02185",78.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","US_AK_02188",77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","US_AK_02195",84.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","US_AK_02198",77.866667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","US_AK_02220",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","US_AK_02230",80.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","US_AK_02240",77.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","US_AK_02261",80.966667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","US_AK_02275",78.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","US_AK_02290",76.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","US_AL",75.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","US_AL_01001",75.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","US_AL_01003",77.482759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","US_AL_01005",73.971429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","US_AL_01007",73.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","US_AL_01009",76.077778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","US_AL_01011",77.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","US_AL_01013",73.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","US_AL_01015",73.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","US_AL_01017",73.611111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","US_AL_01019",74.083333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","US_AL_01021",73.922222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","US_AL_01023",74.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","US_AL_01025",74.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","US_AL_01027",74.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","US_AL_01029",73.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","US_AL_01031",76.535714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","US_AL_01033",73.628571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","US_AL_01035",73.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","US_AL_01037",77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","US_AL_01039",74.930769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","US_AL_01041",74.516667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","US_AL_01043",75.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","US_AL_01045",76.453846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","US_AL_01047",72.473333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","US_AL_01049",75.021429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","US_AL_01051",75.492308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","US_AL_01053",73.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","US_AL_01055",72.521429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","US_AL_01057",73.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","US_AL_01059",73.366667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","US_AL_01061",74.816667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","US_AL_01063",75.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","US_AL_01065",75.483333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","US_AL_01067",75.816667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","US_AL_01069",75.968182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","US_AL_01071",73.572727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","US_AL_01073",74.163694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","US_AL_01075",74.866667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","US_AL_01077",74.654545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","US_AL_01079",73.742857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","US_AL_01081",77.547826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","US_AL_01083",75.98125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","US_AL_01085",73.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","US_AL_01087",73.072727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","US_AL_01089",76.798529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","US_AL_01091",75.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","US_AL_01093",74.357143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","US_AL_01095",74.833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","US_AL_01097",74.159615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","US_AL_01099",75.042857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","US_AL_01101",74.52037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","US_AL_01103",75.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","US_AL_01105",73.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","US_AL_01107",74.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","US_AL_01109",75.428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","US_AL_01111",74.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","US_AL_01113",72.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","US_AL_01115",74.708333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","US_AL_01117",78.355556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","US_AL_01119",75.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","US_AL_01121",72.722727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","US_AL_01123",74.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","US_AL_01125",75.021429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","US_AL_01127",71.438889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","US_AL_01129",74.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","US_AL_01131",74.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","US_AL_01133",74.983333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","US_AR",75.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","US_AR_05001",74.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","US_AR_05003",76.233333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
